State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
VT,Vermont,8/1/2020,Y,U,Y,1630,,1357,,2987,Includes Renewals and/or Redeterminations,2864,Includes Renewals and/or Redeterminations,69,,2933,,63000,,165203,,31.106,-97.6475,"(31.106, -97.6475)",160907,,4296,
KY,Kentucky,2/1/2018,Y,U,Y,8949,,9551,,18500,,13397,,1267,,14664,,566838,,1377115,,38.5111,-96.8005,"(38.5111, -96.8005)",1288732,,88383,
WY,Wyoming,9/1/2017,N,U,Y,1794,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1794,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,808,,,,808,,41627,,62088,,44.0407,-72.7093,"(44.0407, -72.7093)",57578,,4510,
WV,West Virginia,8/1/2019,Y,P,N,20088,,N/A,,20088,,12774,,759,,13533,,216459,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),516360,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",482404,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33956,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
OK,Oklahoma,10/1/2018,N,P,N,46695,Includes Renewals and/or Redeterminations,N/A,,46695,Includes Renewals and/or Redeterminations,43363,Includes Renewals and/or Redeterminations,8393,,51756,Includes Renewals and/or Redeterminations,516513,,737360,,42.1497,-74.9384,"(42.1497, -74.9384)",614873,,122487,
NV,Nevada,6/1/2020,Y,P,N,14953,Includes Renewals and/or Redeterminations,N/A,,14953,Includes Renewals and/or Redeterminations,8193,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",23,,8216,,313466,,685073,,40.314,-74.5089,"(40.314, -74.5089)",644995,,40078,
CT,Connecticut,8/1/2020,Y,P,N,3817,,8747,,12564,,10367,,230,,10597,,343225,,893114,,39.0646,-105.3272,"(39.0646, -105.3272)",873283,,19831,
MO,Missouri,9/1/2017,N,P,N,18078,,N/A,,18078,,8391,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,8391,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",621703,,961960,,45.7326,-93.9196,"(45.7326, -93.9196)",932576,,29384,Does Not Include All CHIP enrollees
NM,New Mexico,3/1/2019,Y,U,Y,12054,,N/A,,12054,,17822,,9380,,27202,,329997,Includes Limited-Benefit Enrollees,728860,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",691007,Includes Limited-Benefit Enrollees,37853,
NJ,New Jersey,12/1/2018,Y,P,N,36147,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,36147,Does Not Include All Non-MAGI Applications,12741,Does Not Include All Medicaid Determinations Made At Application,4945,Does Not Include All CHIP Determinations Made At Application,17686,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,812506,,1701511,,41.1289,-98.2883,"(41.1289, -98.2883)",1490688,,210823,
NM,New Mexico,3/1/2018,Y,P,Y,12369,,N/A,,12369,,17685,,8489,,26174,,341967,Includes Limited-Benefit Enrollees,745254,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",706475,Includes Limited-Benefit Enrollees,38779,
MS,Mississippi,11/1/2019,N,P,N,15537,,N/A,,15537,,11038,,727,,11765,,412419,,607772,,38.4623,-92.302,"(38.4623, -92.302)",531528,,76244,
CT,Connecticut,6/1/2018,Y,P,Y,4841,Includes Duplicates,11032,Includes Duplicates; Includes Renewals and/or Redeterminations,15873,Includes Duplicates,14588,Includes Renewals and/or Redeterminations,338,Includes Renewals and/or Redeterminations,14926,Includes Renewals and/or Redeterminations,322226,,834343,,39.0646,-105.3272,"(39.0646, -105.3272)",815730,,18613,
NV,Nevada,12/1/2018,Y,P,N,24102,Includes Renewals and/or Redeterminations,N/A,,24102,Includes Renewals and/or Redeterminations,11975,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",62,,12037,,303343,,636208,,40.314,-74.5089,"(40.314, -74.5089)",594525,,41683,
UT,Utah,5/1/2020,N,U,Y,15277,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,15277,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",47397,Includes CHIP,,,47397,,193073,,334295,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",293338,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,40957,
AZ,Arizona,8/1/2017,Y,P,N,,,N/A,,,,,,,,,,,,1742701,,14.2417,-170.7197,"(14.2417, -170.7197)",1646612,,96089,
NV,Nevada,2/1/2018,Y,P,Y,18471,Includes Renewals and/or Redeterminations,N/A,,18471,Includes Renewals and/or Redeterminations,11986,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",59,,12045,,306238,,642618,,40.314,-74.5089,"(40.314, -74.5089)",601461,,41157,
IA,Iowa,10/1/2018,Y,P,N,15709,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,15709,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1487,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1487,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,336772,,670980,,21.1098,-157.5311,"(21.1098, -157.5311)",598693,,72287,
AK,Alaska,9/1/2013,Y,U,Y,,,,,,,,,,,,,,,122334,,61.385,-152.2683,"(61.385, -152.2683)",,,,
WY,Wyoming,5/1/2020,N,U,Y,1274,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1274,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,617,,39,,656,,38923,,58764,,44.0407,-72.7093,"(44.0407, -72.7093)",54392,,4372,
IN,Indiana,9/1/2018,Y,P,N,83371,,N/A,,83371,,35148,,3332,,38480,,790553,,1441160,,40.3363,-89.0022,"(40.3363, -89.0022)",1331361,,109799,
NH,New Hampshire,4/1/2018,Y,P,N,8585,,N/A,,8585,,5282,,510,,5792,,91209,,184151,,47.5362,-99.793,"(47.5362, -99.793)",169939,,14212,
GA,Georgia,7/1/2018,N,P,N,47138,,N/A,,47138,,29131,,1078,,30209,,1256936,,1834246,,27.8333,-81.717,"(27.8333, -81.717)",1626213,,208033,
VT,Vermont,8/1/2020,Y,P,N,1630,,1357,,2987,Includes Renewals and/or Redeterminations,2520,Includes Renewals and/or Redeterminations,56,,2576,,62868,,164940,,31.106,-97.6475,"(31.106, -97.6475)",160665,,4275,
DC,District of Columbia,10/1/2018,Y,U,Y,1374,Includes SBM data,1866,,3240,Includes Renewals and/or Redeterminations,3739,Includes Renewals and/or Redeterminations; Includes CHIP,,,3739,,93534,,253592,,41.5834,-72.7622,"(41.5834, -72.7622)",237232,,16360,
MN,Minnesota,9/1/2019,Y,P,N,4201,,15812,,20013,,18361,,54,,18415,,521582,,1027876,,43.3504,-84.5603,"(43.3504, -84.5603)",1026711,,1165,
KS,Kansas,8/1/2020,N,U,Y,,,N/A,,,,,,,,,,286216,,411170,,39.8647,-86.2604,"(39.8647, -86.2604)",347215,,63955,
MS,Mississippi,10/1/2018,N,P,N,18609,,N/A,,18609,,12150,,564,,12714,,423354,,634686,,38.4623,-92.302,"(38.4623, -92.302)",559518,,75168,
MS,Mississippi,7/1/2018,N,P,N,18192,,N/A,,18192,,10510,,460,,10970,,427652,,638956,,38.4623,-92.302,"(38.4623, -92.302)",563385,,75571,
AL,Alabama,9/1/2017,N,U,Y,18308,,N/A,,18308,,27798,,3592,,31390,,634646,,896785,,32.799,-86.8073,"(32.799, -86.8073)",738641,,158144,
MD,Maryland,6/1/2018,Y,U,Y,8512,,95234,Includes Renewals and/or Redeterminations,103746,Includes Renewals and/or Redeterminations,31487,Includes Renewals and/or Redeterminations,3348,Includes Renewals and/or Redeterminations,34835,Includes Renewals and/or Redeterminations,614764,,1312067,,42.2373,-71.5314,"(42.2373, -71.5314)",1161507,,150560,
NE,Nebraska,6/1/2019,N,U,Y,5534,,N/A,,5534,,5360,,707,,6067,,163338,,245673,,35.6411,-79.8431,"(35.6411, -79.8431)",212060,,33613,
MD,Maryland,9/1/2018,Y,P,N,6691,,90889,Includes Renewals and/or Redeterminations,97580,Includes Renewals and/or Redeterminations,27212,Includes Renewals and/or Redeterminations,3759,Includes Renewals and/or Redeterminations,30971,Includes Renewals and/or Redeterminations,611034,,1299510,,42.2373,-71.5314,"(42.2373, -71.5314)",1145676,,153834,
IL,Illinois,2/1/2019,Y,U,Y,61362,,N/A,,61362,,22839,,7498,,30337,,1344018,,2824308,,44.2394,-114.5103,"(44.2394, -114.5103)",2569171,,255137,
SD,South Dakota,11/1/2018,N,P,N,3407,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,3407,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1520,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1520,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78844,,110803,,18.2766,-66.335,"(18.2766, -66.335)",94863,,15940,
MI,Michigan,7/1/2017,Y,P,N,43214,,N/A,,43214,,42696,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1017,,43713,,949277,Does Not Include All Full-Benefit Child Medicaid enrollees,2358312,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2304688,Does Not Include All Full-Benefit Medicaid enrollees,53624,
CT,Connecticut,1/1/2019,Y,U,Y,5294,Includes Duplicates,13976,Includes Duplicates; Includes Renewals and/or Redeterminations,19270,Includes Duplicates,16806,Includes Renewals and/or Redeterminations,414,Includes Renewals and/or Redeterminations,17220,Includes Renewals and/or Redeterminations,337116,,861977,,39.0646,-105.3272,"(39.0646, -105.3272)",841860,,20117,
CA,California,3/1/2019,Y,P,N,154829,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,154829,,153725,Does Not Include All Medicaid Determinations Made At Application,13946,Does Not Include All CHIP Determinations Made At Application,167671,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4922525,,11793148,,33.7712,-111.3877,"(33.7712, -111.3877)",10489216,,1303932,
NE,Nebraska,3/1/2018,N,U,Y,6196,,N/A,,6196,,7802,,1040,,8842,,166724,,250897,,35.6411,-79.8431,"(35.6411, -79.8431)",216687,,34210,
MO,Missouri,11/1/2017,N,U,Y,20183,,N/A,,20183,,9445,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,9445,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",640613,,991578,,45.7326,-93.9196,"(45.7326, -93.9196)",962148,,29430,Does Not Include All CHIP enrollees
WA,Washington,1/1/2020,Y,P,N,73631,,75567,,149198,,105004,,1822,,106826,,828508,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1727441,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1653506,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),73935,
IN,Indiana,7/1/2019,Y,U,Y,86455,,N/A,,86455,,35170,,2761,,37931,,799406,,1461778,,40.3363,-89.0022,"(40.3363, -89.0022)",1350305,,111473,
MT,Montana,6/1/2020,Y,U,Y,3371,,N/A,,3371,,3009,,294,,3303,,116669,,257006,,14.8058,145.5505,"(14.8058, 145.5505)",230530,,26476,
VA,Virginia,8/1/2020,Y,P,N,21160,Includes Renewals and/or Redeterminations,N/A,,21160,Includes Renewals and/or Redeterminations,20626,Includes Renewals and/or Redeterminations,846,Includes Renewals and/or Redeterminations,21472,Includes Renewals and/or Redeterminations,793098,,1538513,,35.7449,-86.7489,"(35.7449, -86.7489)",1379992,,158521,
MI,Michigan,3/1/2020,Y,P,N,60346,,N/A,,60346,,52311,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1902,,54213,,935576,Does Not Include All Full-Benefit Child Medicaid enrollees,2317725,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2251988,Does Not Include All Full-Benefit Medicaid enrollees,65737,
SD,South Dakota,5/1/2019,N,U,Y,2657,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2657,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1538,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1538,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78976,,111113,,18.2766,-66.335,"(18.2766, -66.335)",95460,,15653,
CO,Colorado,10/1/2018,Y,P,N,,,,,,,21765,,386,,22151,,594107,,1346767,,36.17,-119.7462,"(36.17, -119.7462)",1266344,,80423,
IA,Iowa,4/1/2020,Y,P,N,10404,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,10404,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,13705,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,2143,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,15848,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,338941,,683201,,21.1098,-157.5311,"(21.1098, -157.5311)",602664,,80537,
AR,Arkansas,12/1/2017,Y,U,Y,19191,,N/A,,19191,,10740,,345,,11085,,385082,,861955,,34.9513,-92.3809,"(34.9513, -92.3809)",830270,,31685,
WA,Washington,1/1/2020,Y,U,Y,75368,,76242,,151610,,105043,,1824,,106867,,828508,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1727441,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1653506,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),73935,
IN,Indiana,1/1/2020,Y,P,N,103538,,N/A,,103538,,40203,,3584,,43787,,797456,,1482099,,40.3363,-89.0022,"(40.3363, -89.0022)",1368554,,113545,
DC,District of Columbia,6/1/2017,Y,U,Y,2313,Includes SBM data,1895,,4208,Includes Renewals and/or Redeterminations,4436,Includes Renewals and/or Redeterminations; Includes CHIP,,,4436,,90783,,254253,,41.5834,-72.7622,"(41.5834, -72.7622)",242621,,11632,
IN,Indiana,10/1/2017,Y,U,Y,77871,,N/A,,77871,,33362,,3005,,36367,,800617,,1489303,,40.3363,-89.0022,"(40.3363, -89.0022)",1384109,,105194,
NE,Nebraska,9/1/2020,N,P,Y,9229,,N/A,,9229,,6637,,645,,7282,,174400,,266738,,35.6411,-79.8431,"(35.6411, -79.8431)",232320,,34418,
NM,New Mexico,10/1/2019,Y,U,Y,12542,,N/A,,12542,,17408,,1611,,19019,,329876,Includes Limited-Benefit Enrollees,735159,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",697258,Includes Limited-Benefit Enrollees,37901,
DC,District of Columbia,12/1/2019,Y,P,N,3814,Includes SBM data,3117,,6931,Includes Renewals and/or Redeterminations,3775,Includes Renewals and/or Redeterminations; Includes CHIP,,,3775,,93969,,253546,,41.5834,-72.7622,"(41.5834, -72.7622)",235995,,17551,
PA,Pennsylvania,12/1/2019,Y,U,Y,92703,Includes Renewals and/or Redeterminations,N/A,,92703,Includes Renewals and/or Redeterminations,88845,Includes Renewals and/or Redeterminations,12091,,100936,Includes Renewals and/or Redeterminations,1387360,,2938411,,35.5376,-96.9247,"(35.5376, -96.9247)",2752452,,185959,
GA,Georgia,11/1/2017,N,U,Y,49329,,N/A,,49329,,32942,,1184,,34126,,1263920,,1806068,,27.8333,-81.717,"(27.8333, -81.717)",1618925,,187143,
SC,South Carolina,6/1/2017,N,P,N,22349,,N/A,,22349,,8927,Does Not Include All Medicaid Determinations Made At Application,93,Does Not Include All CHIP Determinations Made At Application,9020,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,635095,,1008200,,40.5773,-77.264,"(40.5773, -77.264)",931134,,77066,
MS,Mississippi,6/1/2017,N,P,N,16663,,N/A,,16663,,11008,,378,,11386,,456106,,674981,,38.4623,-92.302,"(38.4623, -92.302)",595340,,79641,
ID,Idaho,2/1/2018,Y,P,N,8322,,,,8322,,7457,,804,,8261,,203484,,282592,,42.0046,-93.214,"(42.0046, -93.214)",257626,,24966,
ND,North Dakota,11/1/2019,Y,U,Y,2669,,N/A,,2669,,2488,,35,,2523,,42090,,89466,,46.9048,-110.3261,"(46.9048, -110.3261)",87371,,2095,
NC,North Carolina,10/1/2018,N,U,Y,21329,,N/A,,21329,,36216,,4818,,41034,,1180197,,1761267,,32.7673,-89.6812,"(32.7673, -89.6812)",1510658,,250609,
PA,Pennsylvania,6/1/2018,Y,U,Y,84456,Includes Renewals and/or Redeterminations,N/A,,84456,Includes Renewals and/or Redeterminations,49026,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",8969,"Count is of Households, Not Individuals",57995,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1403832,,2987073,,35.5376,-96.9247,"(35.5376, -96.9247)",2808718,,178355,
MD,Maryland,6/1/2020,Y,P,N,4448,,72988,Includes Renewals and/or Redeterminations,77436,Includes Renewals and/or Redeterminations,31380,Includes Renewals and/or Redeterminations,1586,Includes Renewals and/or Redeterminations,32966,Includes Renewals and/or Redeterminations,633440,,1372695,,42.2373,-71.5314,"(42.2373, -71.5314)",1230457,,142238,
LA,Louisiana,3/1/2019,Y,P,N,31342,,N/A,,31342,,43468,,5369,,48837,,752636,,1597640,,37.669,-84.6514,"(37.669, -84.6514)",1458128,,139512,
AL,Alabama,11/1/2018,N,P,N,18671,,N/A,,18671,,13468,,1994,,15462,,632860,,895557,,32.799,-86.8073,"(32.799, -86.8073)",727661,,167896,
NC,North Carolina,4/1/2018,N,P,N,22427,,N/A,,22427,,35059,,3694,,38753,,1197108,,1788305,,32.7673,-89.6812,"(32.7673, -89.6812)",1547708,,240597,
TX,Texas,3/1/2018,N,U,Y,122551,,N/A,,122551,,94105,,17165,,111270,,3499160,,4414433,,33.8191,-80.9066,"(33.8191, -80.9066)",3767906,,646527,
FL,Florida,7/1/2017,N,P,Y,286222,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,286222,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,129725,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,16752,,146477,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2596499,,3882461,,39.3498,-75.5148,"(39.3498, -75.5148)",3686820,,195641,
FL,Florida,11/1/2019,N,U,Y,252287,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,252287,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,148939,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,19861,,168800,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2423583,,3621088,,39.3498,-75.5148,"(39.3498, -75.5148)",3380922,,240166,
KS,Kansas,6/1/2020,N,P,N,,,N/A,,,,,,,,,,279178,,401103,,39.8647,-86.2604,"(39.8647, -86.2604)",337580,,63523,
MO,Missouri,1/1/2019,N,P,N,21700,,N/A,,21700,,9664,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,9664,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",563364,,887297,,45.7326,-93.9196,"(45.7326, -93.9196)",855629,,31668,Does Not Include All CHIP enrollees
